items,support,ordered_statistics,length
"frozenset({'또', '구매'})",0.0014045750382848392,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'구매', '또'}), confidence=0.0014045750382848392, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'또'}), confidence=0.012934073682355014, lift=2.175214516430506), OrderedStatistic(items_base=frozenset({'또'}), items_add=frozenset({'구매'}), confidence=0.23621730382293762, lift=2.175214516430506)]",2
"frozenset({'구매', '추가'})",0.0013997894333843798,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'구매', '추가'}), confidence=0.0013997894333843798, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'추가'}), confidence=0.012890005288207298, lift=1.7926758768877185), OrderedStatistic(items_base=frozenset({'추가'}), items_add=frozenset({'구매'}), confidence=0.194675540765391, lift=1.7926758768877182)]",2
"frozenset({'씨', '메르'})",0.001366290199081164,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'씨', '메르'}), confidence=0.001366290199081164, lift=1.0), OrderedStatistic(items_base=frozenset({'메르'}), items_add=frozenset({'씨'}), confidence=0.969439728353141, lift=558.0554425252682), OrderedStatistic(items_base=frozenset({'씨'}), items_add=frozenset({'메르'}), confidence=0.7865013774104683, lift=558.0554425252682)]",2
"frozenset({'혜택', '정말'})",0.001349540581929556,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'혜택', '정말'}), confidence=0.001349540581929556, lift=1.0), OrderedStatistic(items_base=frozenset({'정말'}), items_add=frozenset({'혜택'}), confidence=0.09101177989349685, lift=3.78464109980997), OrderedStatistic(items_base=frozenset({'혜택'}), items_add=frozenset({'정말'}), confidence=0.05611940298507463, lift=3.7846410998099707)]",2
"frozenset({'기대', '방송'})",0.0013471477794793263,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'기대', '방송'}), confidence=0.0013471477794793263, lift=1.0), OrderedStatistic(items_base=frozenset({'기대'}), items_add=frozenset({'방송'}), confidence=0.05730863192182411, lift=3.133231744213597), OrderedStatistic(items_base=frozenset({'방송'}), items_add=frozenset({'기대'}), confidence=0.07365253793825223, lift=3.1332317442135964)]",2
"frozenset({'파크', '비발디'})",0.0013351837672281777,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'파크', '비발디'}), confidence=0.0013351837672281777, lift=1.0), OrderedStatistic(items_base=frozenset({'비발디'}), items_add=frozenset({'파크'}), confidence=0.6821515892420539, lift=170.91414399043117), OrderedStatistic(items_base=frozenset({'파크'}), items_add=frozenset({'비발디'}), confidence=0.33453237410071945, lift=170.91414399043114)]",2
"frozenset({'인', '인증'})",0.0013280053598774884,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'인', '인증'}), confidence=0.0013280053598774884, lift=1.0), OrderedStatistic(items_base=frozenset({'인'}), items_add=frozenset({'인증'}), confidence=0.14050632911392402, lift=1.6043826520024898), OrderedStatistic(items_base=frozenset({'인증'}), items_add=frozenset({'인'}), confidence=0.015163934426229507, lift=1.60438265200249)]",2
"frozenset({'인증', '저'})",0.0013256125574272587,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'인증', '저'}), confidence=0.0013256125574272587, lift=1.0), OrderedStatistic(items_base=frozenset({'인증'}), items_add=frozenset({'저'}), confidence=0.015136612021857922, lift=0.7707923597142516), OrderedStatistic(items_base=frozenset({'저'}), items_add=frozenset({'인증'}), confidence=0.06750335079809917, lift=0.7707923597142515)]",2
"frozenset({'이번', '주'})",0.0012753637059724349,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'이번', '주'}), confidence=0.0012753637059724349, lift=1.0), OrderedStatistic(items_base=frozenset({'이번'}), items_add=frozenset({'주'}), confidence=0.19653392330383482, lift=94.73524478332024), OrderedStatistic(items_base=frozenset({'주'}), items_add=frozenset({'이번'}), confidence=0.6147635524798155, lift=94.73524478332024)]",2
"frozenset({'장', '완료'})",0.0012753637059724349,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'장', '완료'}), confidence=0.0012753637059724349, lift=1.0), OrderedStatistic(items_base=frozenset({'완료'}), items_add=frozenset({'장'}), confidence=0.062302746931618934, lift=8.826292880563454), OrderedStatistic(items_base=frozenset({'장'}), items_add=frozenset({'완료'}), confidence=0.18067796610169493, lift=8.826292880563454)]",2
"frozenset({'구매', '명'})",0.0012681852986217458,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'구매', '명'}), confidence=0.0012681852986217458, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'명'}), confidence=0.011678124449145073, lift=1.904222305808314), OrderedStatistic(items_base=frozenset({'명'}), items_add=frozenset({'구매'}), confidence=0.20678891923527118, lift=1.904222305808314)]",2
"frozenset({'오늘', '혜택'})",0.0012633996937212863,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오늘', '혜택'}), confidence=0.0012633996937212863, lift=1.0), OrderedStatistic(items_base=frozenset({'오늘'}), items_add=frozenset({'혜택'}), confidence=0.12494084240416468, lift=5.195549936074478), OrderedStatistic(items_base=frozenset({'혜택'}), items_add=frozenset({'오늘'}), confidence=0.05253731343283582, lift=5.195549936074478)]",2
"frozenset({'용', '구매'})",0.0012442572741194486,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'용', '구매'}), confidence=0.0012442572741194486, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'용'}), confidence=0.011457782478406486, lift=1.1461073368539108), OrderedStatistic(items_base=frozenset({'용'}), items_add=frozenset({'구매'}), confidence=0.12446146481570129, lift=1.1461073368539108)]",2
"frozenset({'비', '가성'})",0.0012322932618683002,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'비', '가성'}), confidence=0.0012322932618683002, lift=1.0), OrderedStatistic(items_base=frozenset({'가성'}), items_add=frozenset({'비'}), confidence=0.9229390681003584, lift=352.5728476604221), OrderedStatistic(items_base=frozenset({'비'}), items_add=frozenset({'가성'}), confidence=0.4707495429616088, lift=352.57284766042216)]",2
"frozenset({'대박', '혜택'})",0.0012227220520673813,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'대박', '혜택'}), confidence=0.0012227220520673813, lift=1.0), OrderedStatistic(items_base=frozenset({'대박'}), items_add=frozenset({'혜택'}), confidence=0.038797357831599724, lift=1.613352416416135), OrderedStatistic(items_base=frozenset({'혜택'}), items_add=frozenset({'대박'}), confidence=0.05084577114427861, lift=1.613352416416135)]",2
"frozenset({'하나요', '구매'})",0.0012059724349157734,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'하나요', '구매'}), confidence=0.0012059724349157734, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'하나요'}), confidence=0.011105235325224748, lift=1.9443233963627677), OrderedStatistic(items_base=frozenset({'하나요'}), items_add=frozenset({'구매'}), confidence=0.21114369501466274, lift=1.9443233963627675)]",2
"frozenset({'가격', '요'})",0.0011820444104134764,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'가격', '요'}), confidence=0.0011820444104134764, lift=1.0), OrderedStatistic(items_base=frozenset({'가격'}), items_add=frozenset({'요'}), confidence=0.04107424960505529, lift=1.3832192099069063), OrderedStatistic(items_base=frozenset({'요'}), items_add=frozenset({'가격'}), confidence=0.03980660757453667, lift=1.3832192099069065)]",2
"frozenset({'친구', '구매'})",0.0011724732006125574,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'친구', '구매'}), confidence=0.0011724732006125574, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'친구'}), confidence=0.010796756566190727, lift=2.5725088393058315), OrderedStatistic(items_base=frozenset({'친구'}), items_add=frozenset({'구매'}), confidence=0.27936145952109465, lift=2.572508839305832)]",2
"frozenset({'여름', '휴가'})",0.0011557235834609495,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'여름', '휴가'}), confidence=0.0011557235834609495, lift=1.0), OrderedStatistic(items_base=frozenset({'여름'}), items_add=frozenset({'휴가'}), confidence=0.26803551609322973, lift=75.28051269199098), OrderedStatistic(items_base=frozenset({'휴가'}), items_add=frozenset({'여름'}), confidence=0.3245967741935484, lift=75.28051269199098)]",2
"frozenset({'지금', '구매'})",0.0011533307810107198,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'지금', '구매'}), confidence=0.0011533307810107198, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'지금'}), confidence=0.01062048298959986, lift=1.711068716659049), OrderedStatistic(items_base=frozenset({'지금'}), items_add=frozenset({'구매'}), confidence=0.18581341557440248, lift=1.711068716659049)]",2
"frozenset({'풀', '빌라'})",0.0011437595712098009,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'풀', '빌라'}), confidence=0.0011437595712098009, lift=1.0), OrderedStatistic(items_base=frozenset({'빌라'}), items_add=frozenset({'풀'}), confidence=0.9227799227799227, lift=257.958652393435), OrderedStatistic(items_base=frozenset({'풀'}), items_add=frozenset({'빌라'}), confidence=0.31973244147157187, lift=257.958652393435)]",2
"frozenset({'기대', '인증'})",0.0011341883614088822,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'기대', '인증'}), confidence=0.0011341883614088822, lift=1.0), OrderedStatistic(items_base=frozenset({'기대'}), items_add=frozenset({'인증'}), confidence=0.048249185667752444, lift=0.5509371495701394), OrderedStatistic(items_base=frozenset({'인증'}), items_add=frozenset({'기대'}), confidence=0.012950819672131148, lift=0.5509371495701394)]",2
"frozenset({'구매', '처음'})",0.0011317955589586525,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'구매', '처음'}), confidence=0.0011317955589586525, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'처음'}), confidence=0.010422175215935131, lift=2.265021043288409), OrderedStatistic(items_base=frozenset({'처음'}), items_add=frozenset({'구매'}), confidence=0.24596983879355175, lift=2.265021043288409)]",2
"frozenset({'이벤트', '구매'})",0.0011294027565084226,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'이벤트', '구매'}), confidence=0.0011294027565084226, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'이벤트'}), confidence=0.010400141018861272, lift=1.6608433070701194), OrderedStatistic(items_base=frozenset({'이벤트'}), items_add=frozenset({'구매'}), confidence=0.18035918991211308, lift=1.6608433070701194)]",2
"frozenset({'혜택', '방'})",0.0011294027565084226,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'혜택', '방'}), confidence=0.0011294027565084226, lift=1.0), OrderedStatistic(items_base=frozenset({'방'}), items_add=frozenset({'혜택'}), confidence=0.1830166731291198, lift=7.61057990389271), OrderedStatistic(items_base=frozenset({'혜택'}), items_add=frozenset({'방'}), confidence=0.04696517412935323, lift=7.61057990389271)]",2
"frozenset({'대박', '진짜'})",0.0011222243491577335,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'대박', '진짜'}), confidence=0.0011222243491577335, lift=1.0), OrderedStatistic(items_base=frozenset({'대박'}), items_add=frozenset({'진짜'}), confidence=0.03560853390023536, lift=1.7815776951498101), OrderedStatistic(items_base=frozenset({'진짜'}), items_add=frozenset({'대박'}), confidence=0.056147491919070994, lift=1.7815776951498101)]",2
"frozenset({'꼭', '구매'})",0.0011198315467075039,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'구매', '꼭'}), confidence=0.0011198315467075039, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'꼭'}), confidence=0.010312004230565839, lift=1.4083636627575409), OrderedStatistic(items_base=frozenset({'꼭'}), items_add=frozenset({'구매'}), confidence=0.15294117647058825, lift=1.4083636627575409)]",2
"frozenset({'더', '구매'})",0.0011198315467075039,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'더', '구매'}), confidence=0.0011198315467075039, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'더'}), confidence=0.010312004230565839, lift=1.1329108328175803), OrderedStatistic(items_base=frozenset({'더'}), items_add=frozenset({'구매'}), confidence=0.12302839116719244, lift=1.1329108328175803)]",2
"frozenset({'쇼', '호스트'})",0.0011174387442572742,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'쇼', '호스트'}), confidence=0.0011174387442572742, lift=1.0), OrderedStatistic(items_base=frozenset({'쇼'}), items_add=frozenset({'호스트'}), confidence=0.5586124401913876, lift=298.5362033309267), OrderedStatistic(items_base=frozenset({'호스트'}), items_add=frozenset({'쇼'}), confidence=0.5971867007672634, lift=298.5362033309267)]",2
"frozenset({'사은', '품'})",0.0011150459418070445,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'사은', '품'}), confidence=0.0011150459418070445, lift=1.0), OrderedStatistic(items_base=frozenset({'사은'}), items_add=frozenset({'품'}), confidence=0.7831932773109245, lift=600.5727237684065), OrderedStatistic(items_base=frozenset({'품'}), items_add=frozenset({'사은'}), confidence=0.8550458715596331, lift=600.5727237684065)]",2
"frozenset({'인증', '매'})",0.0011006891271056662,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'인증', '매'}), confidence=0.0011006891271056662, lift=1.0), OrderedStatistic(items_base=frozenset({'매'}), items_add=frozenset({'인증'}), confidence=0.34353995519044067, lift=3.92273819872101), OrderedStatistic(items_base=frozenset({'인증'}), items_add=frozenset({'매'}), confidence=0.012568306010928962, lift=3.9227381987210097)]",2
"frozenset({'이벤트', '당첨'})",0.001086332312404288,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'이벤트', '당첨'}), confidence=0.001086332312404288, lift=1.0), OrderedStatistic(items_base=frozenset({'당첨'}), items_add=frozenset({'이벤트'}), confidence=0.10806950726017615, lift=17.258085011147426), OrderedStatistic(items_base=frozenset({'이벤트'}), items_add=frozenset({'당첨'}), confidence=0.1734810852120749, lift=17.258085011147426)]",2
"frozenset({'요금', '추가'})",0.0010815467075038284,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'요금', '추가'}), confidence=0.0010815467075038284, lift=1.0), OrderedStatistic(items_base=frozenset({'요금'}), items_add=frozenset({'추가'}), confidence=0.5005537098560354, lift=69.6144447331229), OrderedStatistic(items_base=frozenset({'추가'}), items_add=frozenset({'요금'}), confidence=0.1504159733777038, lift=69.6144447331229)]",2
"frozenset({'가격', '진짜'})",0.0010576186830015314,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'가격', '진짜'}), confidence=0.0010576186830015314, lift=1.0), OrderedStatistic(items_base=frozenset({'가격'}), items_add=frozenset({'진짜'}), confidence=0.036750644383470525, lift=1.8387201365665033), OrderedStatistic(items_base=frozenset({'진짜'}), items_add=frozenset({'가격'}), confidence=0.05291512031605411, lift=1.8387201365665031)]",2
"frozenset({'구매', '후'})",0.001052833078101072,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'구매', '후'}), confidence=0.001052833078101072, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'후'}), confidence=0.009695046712497797, lift=4.059873669425931), OrderedStatistic(items_base=frozenset({'후'}), items_add=frozenset({'구매'}), confidence=0.44088176352705416, lift=4.059873669425931)]",2
"frozenset({'선물', '구매'})",0.001052833078101072,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'선물', '구매'}), confidence=0.001052833078101072, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'선물'}), confidence=0.009695046712497797, lift=1.8697526174836545), OrderedStatistic(items_base=frozenset({'선물'}), items_add=frozenset({'구매'}), confidence=0.20304568527918782, lift=1.8697526174836543)]",2
"frozenset({'이용', '인증'})",0.0010456546707503828,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'이용', '인증'}), confidence=0.0010456546707503828, lift=1.0), OrderedStatistic(items_base=frozenset({'이용'}), items_add=frozenset({'인증'}), confidence=0.162453531598513, lift=1.8549885225587583), OrderedStatistic(items_base=frozenset({'인증'}), items_add=frozenset({'이용'}), confidence=0.011939890710382513, lift=1.8549885225587583)]",2
"frozenset({'덴', '테르메'})",0.0010241194486983155,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'덴', '테르메'}), confidence=0.0010241194486983155, lift=1.0), OrderedStatistic(items_base=frozenset({'덴'}), items_add=frozenset({'테르메'}), confidence=0.981651376146789, lift=930.2760614949343), OrderedStatistic(items_base=frozenset({'테르메'}), items_add=frozenset({'덴'}), confidence=0.9705215419501133, lift=930.2760614949343)]",2
"frozenset({'요', '방송'})",0.0010193338437978561,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'요', '방송'}), confidence=0.0010193338437978561, lift=1.0), OrderedStatistic(items_base=frozenset({'방송'}), items_add=frozenset({'요'}), confidence=0.055729984301412884, lift=1.8767667235492724), OrderedStatistic(items_base=frozenset({'요'}), items_add=frozenset({'방송'}), confidence=0.03432715551974214, lift=1.8767667235492724)]",2
"frozenset({'생일', '구매'})",0.0010145482388973965,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'생일', '구매'}), confidence=0.0010145482388973965, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'생일'}), confidence=0.009342499559316058, lift=2.8028840027490074), OrderedStatistic(items_base=frozenset({'생일'}), items_add=frozenset({'구매'}), confidence=0.30437903804737976, lift=2.8028840027490074)]",2
"frozenset({'오늘', '구매'})",0.0010097626339969372,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'오늘', '구매'}), confidence=0.0010097626339969372, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'오늘'}), confidence=0.00929843116516834, lift=0.9195457530873528), OrderedStatistic(items_base=frozenset({'오늘'}), items_add=frozenset({'구매'}), confidence=0.09985802176999527, lift=0.9195457530873528)]",2
"frozenset({'구매', '인권'})",0.0010097626339969372,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'구매', '인권'}), confidence=0.0010097626339969372, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'인권'}), confidence=0.00929843116516834, lift=4.888050757920947), OrderedStatistic(items_base=frozenset({'인권'}), items_add=frozenset({'구매'}), confidence=0.5308176100628931, lift=4.888050757920947)]",2
"frozenset({'곳', '요'})",0.0010073698315467075,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'곳', '요'}), confidence=0.0010073698315467075, lift=1.0), OrderedStatistic(items_base=frozenset({'곳'}), items_add=frozenset({'요'}), confidence=0.1410857908847185, lift=4.751214643556935), OrderedStatistic(items_base=frozenset({'요'}), items_add=frozenset({'곳'}), confidence=0.03392425463336019, lift=4.751214643556934)]",2
"frozenset({'인증', '가요'})",0.0010001914241960185,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'인증', '가요'}), confidence=0.0010001914241960185, lift=1.0), OrderedStatistic(items_base=frozenset({'가요'}), items_add=frozenset({'인증'}), confidence=0.0977320551788637, lift=1.115961215856577), OrderedStatistic(items_base=frozenset({'인증'}), items_add=frozenset({'가요'}), confidence=0.011420765027322406, lift=1.115961215856577)]",2
"frozenset({'여행', '구매'})",0.0010001914241960185,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'구매', '여행'}), confidence=0.0010001914241960185, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'여행'}), confidence=0.009210294376872907, lift=0.6595555561999187), OrderedStatistic(items_base=frozenset({'여행'}), items_add=frozenset({'구매'}), confidence=0.0716244002741604, lift=0.6595555561999187)]",2
"frozenset({'구매', '때'})",0.0010001914241960185,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'구매', '때'}), confidence=0.0010001914241960185, lift=1.0), OrderedStatistic(items_base=frozenset({'구매'}), items_add=frozenset({'때'}), confidence=0.009210294376872907, lift=1.4058313462318206), OrderedStatistic(items_base=frozenset({'때'}), items_add=frozenset({'구매'}), confidence=0.15266617969320673, lift=1.4058313462318208)]",2
